Abbrev,District,SD05,SD06,SD08,SD10,SD19,SD20,SD22,SD23,SD27,SD28,SD33,SD34,SD35,SD36,SD37,SD38,SD39,SD40,SD41,SD42,SD43,SD44,SD45,SD46,SD47,SD48,SD49,SD50,SD51,SD52,SD53,SD54,SD57,SD58,SD59,SD60,SD61,SD62,SD63,SD64,SD67,SD68,SD69,SD70,SD71,SD72,SD73,SD74,SD75,SD78,SD79,SD81,SD82,SD83,SD84,SD85,SD87,SD91,SD92,SD93
SD79,Cowichan Valley,0,0.999988273,0.999988273,0,1.124986807,0.999988273,1.999976546,3.124963353,0.999988273,0,0,1.999976546,2.999964819,3.124963353,4.124951626,0,2.999964819,0,0,0.999988273,0,0,0,1.999976546,0,0,0,0,0.999988273,0,0,2.999964819,0.999988273,0,2.999964819,2.999964819,26.12469363,33.87460274,30.49964232,13.24984462,0.999988273,49.1244239,5.374936967,4.999941364,15.62481676,2.249973614,4.999941364,1.999976546,0,0,0,0,2.999964819,1.999976546,0.999988273,1.999976546,0,7.124916444,0,0
SD81,Fort Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999988273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999976546,0.999988273,4.999941364,15.12482263,0,0,0,0,0,0.874989739,0,0,0,0,0,0,0.999988273,0,0,0,0,0,0,0,0,0.999988273,0,0
SD82,Coast Mountains,0.999988273,0,0.999988273,0.999988273,0,0.999988273,0.999988273,5.999929637,7.999906183,0.999988273,2.999964819,0.999988273,1.999976546,4.749944296,0,0,6.99991791,2.999964819,3.999953092,0,3.999953092,0,0,0,1.999976546,0,0,3.999953092,0.999988273,9.12489299,0.874989739,10.999871,16.99980064,1.999976546,0,4.999941364,3.999953092,0.999988273,1.999976546,0,0.999988273,4.999941364,1.999976546,1.999976546,1.999976546,0,16.1248109,0,0,0,4.999941364,0,0,0.999988273,0,0,2.999964819,8.124904717,16.74980357,3.999953092
SD83,Okanagan - Shuswap,0.999988273,3.874954557,2.999964819,0,1.999976546,1.999976546,55.96814365,16.24980943,3.999953092,0,8.999894456,3.124963353,2.999964819,3.999953092,0,0.999988273,0,3.999953092,0,0,0.999988273,0.999988273,0,0,2.874966285,0,0,0,0,1.999976546,0.999988273,1.999976546,5.999929637,2.249973614,3.999953092,2.999964819,3.999953092,0,3.999953092,0.999988273,1.999976546,0.999988273,0.999988273,0.999988273,0.999988273,1.999976546,34.62459395,0,1.999976546,0,0.999988273,0,0.999988273,0,0,0,0,1.999976546,0,1.999976546
SD84,Vancouver Island West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999988273,0,0,0,0.999988273,0,0,0,0,9.999882729,0.999988273,2.999964819,4.24995016,6.749920842,0,0,0,0,1.999976546,0,0,0,0,1.249985341,0,0,0,0
SD85,Vancouver Island North,0,0,0,0,0,0,0.999988273,0,0,5.124939898,1.999976546,0,0,1.999976546,0,0,0.999988273,0,3.249961887,0,0,0.999988273,0,0,2.12497508,0,0,0,0,0,0,0,0.999988273,0,0,0,5.124939898,0.999988273,7.249914978,0,0.999988273,3.999953092,0.999988273,4.999941364,10.49987687,11.12486954,0,0,0,0,3.999953092,0,0,0,0,0,0.999988273,0.124998534,0,0
SD87,Stikine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999988273,6.99991791,2.999964819,0.999988273,0.999988273,0.999988273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99983582,0,2.999964819,0,0,0,0,0
SD91,Nechako Lakes,6.124928171,1.999976546,0.999988273,0.124998534,0,0,2.999964819,5.999929637,5.124939898,3.999953092,6.99991791,2.249973614,1.999976546,4.24995016,0.999988273,1.999976546,7.124916444,1.999976546,0,0.374995602,0,0.624992671,0,4.999941364,0,0,0,0,0.124998534,0,3.999953092,10.999871,49.24942244,4.999941364,1.999976546,0.999988273,0.999988273,3.999953092,1.124986807,0.999988273,2.999964819,1.999976546,0,0,3.999953092,3.999953092,5.374936967,1.999976546,4.24995016,0,2.999964819,0,5.999929637,2.999964819,0,2.374972148,0,0,0,0
SD92,Nisga'a,0,0,0,0,0,0,0,0.999988273,0.999988273,0,0,1.999976546,0,0.999988273,0,1.999976546,2.999964819,0,1.999976546,0,0,0,0,0,0,0,0,0,0,2.999964819,0,0,2.999964819,0,0,0,0,2.999964819,0,0,0,0,0,0,0,0,1.999976546,0,0,0,0,0,19.99976546,0,0,0,0,0,0,0
SD93,Conseil Scolaire Francophone,2.999964819,0.999988273,9.999882729,0,4.999941364,3.999953092,1.999976546,12.99984755,0,0,14.74982702,8.999894456,7.999906183,18.74978012,12.24985634,21.999742,36.9995661,3.999953092,16.99980064,4.999941364,25.74969803,49.99941364,14.99982409,7.999906183,25.12470536,23.99971855,0,0,0,0,0.999988273,0,8.999894456,0,0,0,31.4996306,11.12486954,6.99991791,2.999964819,7.999906183,10.12488126,2.999964819,2.999964819,29.74965112,9.999882729,9.999882729,0.999988273,4.999941364,0,1.374983875,0,4.999941364,0,0,0,0,1.874978012,0,0
